,start_station_name,end_station_name,start_lat,start_lng,end_lat,end_lng,trips
6855,West St & Chambers St,W 16 St & The High Line,40.71754834,-74.01322069,40.74334935,-74.00681753,158
21097,Kane St & Clinton St,Clinton St & Joralemon St,40.6861758,-73.99645295,40.69239502,-73.99337909,158
118139,Old Slip & South St,South St & Gouverneur Ln,40.70336686695866,-74.007867872715,40.70355377,-74.00670227,158
21928,Little West St & 1 Pl,Little West St & 1 Pl,40.70569254,-74.01677685,40.70569254,-74.01677685,157
14802,9 Ave & W 22 St,W 22 St & 8 Ave,40.7454973,-74.00197139,40.74475148,-73.99915362,157
174712,E 11 St & Avenue B,Ave A & E 14 St,40.72746420692392,-73.97950418293476,40.73031071000895,-73.98047178983688,157
3785,6 Ave & W 34 St,Broadway & W 41 St,40.74964,-73.98805,40.75513557,-73.98658032,156
11516,Riverside Dr & W 82 St,Riverside Dr & W 82 St,40.78720869,-73.98128127,40.78720869,-73.98128127,156
13184,Grand Army Plaza & Central Park S,Central Park West & W 72 St,40.7643971,-73.97371465,40.77579376683666,-73.9762057363987,156
29956,2 Ave & E 104 St,2 Ave & E 96 St,40.7892105,-73.94370784,40.7839636,-73.9471673,156
4084,Clinton St & Cherry St,Clinton St & Grand St,40.711471394469264,-73.98672603070736,40.71559509,-73.9870295,156
12051,Monroe St & Tompkins Ave,Macon St & Nostrand Ave,40.686203,-73.944694,40.6809833854,-73.9500479759,156
69908,Nelson Ave & W 172 St,Nelson Ave & W 172 St,40.843965,-73.920999,40.843965,-73.920999,156
5409,University Pl & E 14 St,University Pl & E 8 St,40.734814,-73.992085,40.73143724085228,-73.99490341544151,155
79843,11 Ave & W 41 St,W 34 St &\tHudson Blvd E,40.76030096,-73.99884222,40.75516719072139,-74.00059908628464,154
26784,3 St & Prospect Park West,Plaza St West & Flatbush Ave,40.668132,-73.97363831,40.6750207,-73.97111473,154
25085,West St & Chambers St,Little West St & 1 Pl,40.71754834,-74.01322069,40.70569254,-74.01677685,154
15679,Broadway & E 14 St,Washington Pl & Broadway,40.73454567,-73.99074142,40.72903917,-73.99404649,154
1549,E 91 St & 2 Ave,E 91 St & 2 Ave,40.78115276427916,-73.94963040947914,40.78115276427916,-73.94963040947914,153
13115,Nassau Ave & Russell St,Driggs Ave & N 9 St,40.72557,-73.94434,40.71816969454208,-73.95520135760307,153
18494,Yankee Ferry Terminal,Picnic Point,40.68706579875912,-74.01675585121666,40.68512559515415,-74.02535319328308,153
45146,2 Ave & E 96 St,E 102 St & 1 Ave,40.7839636,-73.9471673,40.7869946,-73.94164802,153
17308,S 4 St & Wythe Ave,S 4 St & Wythe Ave,40.71285887,-73.96590294,40.71285887,-73.96590294,152
25561,Lenox Ave & W 111 St,Lenox Ave & W 111 St,40.7987859,-73.9523,40.7987859,-73.9523,152
6357,E 2 St & Avenue B,E 1 St & 1 Ave,40.72217444,-73.98368779,40.72335597960796,-73.98864984512329,151
43138,Central Park S & 6 Ave,5 Ave & E 93 St,40.76590936,-73.97634151,40.7857851,-73.957481,151
15143,W 70 St & Amsterdam Ave,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,40.77748046,-73.98288594,151
22680,Frederick Douglass Blvd & W 112 St,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,40.801694,-73.957145,150
14755,31 St & Newtown Ave,Newtown Ave & 23 St,40.7675487799971,-73.9209334552288,40.7713615,-73.9246145,150
51424,West End Ave & W 60 St,West End Ave & W 60 St,40.77237,-73.99005,40.77237,-73.99005,150
11533,Columbus Ave & W 72 St,Columbus Ave & W 72 St,40.7770575,-73.97898475,40.7770575,-73.97898475,149
13774,46 Ave & 5 St,Jackson Ave & 46 Rd,40.74731,-73.95451,40.74524768,-73.94733276,149
1865,7 Ave & Central Park South,Central Park West & W 72 St,40.7667405590595,-73.9790689945221,40.77579376683666,-73.9762057363987,149
9980,West Thames St,West St & Liberty St,40.70834698,-74.01713445,40.711444,-74.014847,149
1581,Christopher St & Greenwich St,West St & Chambers St,40.732916,-74.007114,40.717548,-74.013221,149
58445,West Thames St,West St & Chambers St,40.70834698,-74.01713445,40.71754834,-74.01322069,148
3309,W 21 St & 6 Ave,W 21 St & 6 Ave,40.74173969,-73.99415556,40.74173969,-73.99415556,148
935,Berry St & N 8 St,Milton St & Franklin St,40.7190095,-73.95852515,40.72906,-73.95779,148
12737,7 Ave & Central Park South,Central Park S & 6 Ave,40.7667405590595,-73.9790689945221,40.76590936,-73.97634151,148
38378,8 Ave & W 16 St,W 20 St & 10 Ave,40.740983,-74.001702,40.745686,-74.005141,148
9628,Broadway & Berry St,Broadway & Roebling St,40.71044554,-73.96525063,40.70924826276157,-73.96063148975372,148
15090,Lexington Ave & E 111 St,Lenox Ave & W 111 St,40.7954121,-73.9441232,40.7987859,-73.9523,148
19709,E 23 St & 1 Ave,1 Ave & E 16 St,40.736502,-73.97809472,40.73221853,-73.98165557,147
23127,31 St & Newtown Ave,18 St & 27 Ave,40.7675487799971,-73.9209334552288,40.772768286288304,-73.92743647098541,147
561,Norfolk St & Broome St,Norfolk St & Broome St,40.7172274,-73.98802084,40.7172274,-73.98802084,147
5291,Wythe Ave & Metropolitan Ave,N 6 St & Bedford Ave,40.716887,-73.963198,40.71745169,-73.95850939,147
5711,1 Ave & E 16 St,E 33 St & 1 Ave,40.73221853,-73.98165557,40.74322681432173,-73.97449783980846,146
8275,Leonard St & Nassau Ave,Kingsland Ave & Nassau Ave,40.7239567849954,-73.94984364509583,40.72577,-73.94173,146
11687,8 Ave & W 16 St,W 21 St & 6 Ave,40.740983,-74.001702,40.74173969,-73.99415556,146
21417,E 33 St & 1 Ave,E 32 St & Park Ave,40.74322681432173,-73.97449783980846,40.7457121,-73.98194829,146
18202,44 Dr & Jackson Ave,46 Ave & 5 St,40.74718234,-73.9432635,40.74731,-73.95451,146
14929,1 Ave & E 68 St,1 Ave & E 68 St,40.76500525,-73.95818491,40.76500525,-73.95818491,146
275392,E Burnside Ave & Ryer Ave,E Burnside Ave & Ryer Ave,40.850535,-73.901318,40.850535,-73.901318,146
20760,Broadway & E 21 St,W 21 St & 6 Ave,40.73988840858996,-73.98958593606949,40.74173969,-73.99415556,145
12676,Central Park S & 6 Ave,Central Park West & W 68 St,40.76590936,-73.97634151,40.7734066,-73.97782542,145
3653,West End Ave & W 60 St,W 70 St & Amsterdam Ave,40.77237,-73.99005,40.77748046,-73.98288594,145
2904,W 67 St & Broadway,W 64 St & Thelonious Monk Circle,40.77492513,-73.98266566,40.77515953434235,-73.98918695747852,145
11829,West St & Chambers St,Washington St & Gansevoort St,40.71754834,-74.01322069,40.739323,-74.008119,145
179106,Ave A & E 14 St,E 7 St & Avenue A,40.73031071000895,-73.98047178983688,40.72621788,-73.98379855,144
9859,Broadway & W 58 St,Grand Army Plaza & Central Park S,40.76695317,-73.98169333,40.7643971,-73.97371465,144
13330,W 29 St & 9 Ave,9 Ave & W 18 St,40.7500727,-73.99839279,40.74317449,-74.00366443,144
5544,E 85 St & 3 Ave,1 Ave & E 78 St,40.77801203,-73.95407149,40.77140426,-73.9535166,144
3819,W 54 St & 11 Ave,W 54 St & 11 Ave,40.768333,-73.992573,40.768333,-73.992573,144
41940,W 22 St & 8 Ave,W 22 St & 8 Ave,40.74475148,-73.99915362,40.74475148,-73.99915362,144
946,Albany St & Greenwich St,Albany St & Greenwich St,40.709267,-74.013247,40.709267,-74.013247,143
48108,E 27 St & Park Ave S,E 40 St & Park Ave,40.74275179648995,-73.9847157150507,40.750756,-73.978326,143
5859,6 Ave & W 33 St,W 42 St & 6 Ave,40.74901271,-73.98848395,40.75492,-73.98455,143
349,Metropolitan Ave & Bedford Ave,Hope St & Union Ave,40.71534825,-73.96024116,40.71167351,-73.95141312,143
32297,W 106 St & Central Park West,W 106 St & Central Park West,40.7981856,-73.9605909006,40.7981856,-73.9605909006,143
140648,Grand Army Plaza & Central Park S,Central Park North & Adam Clayton Powell Blvd,40.7643971,-73.97371465,40.799484,-73.955613,143
9919,W 22 St & 10 Ave,9 Ave & W 22 St,40.74691959,-74.00451887,40.7454973,-74.00197139,143
61500,W 34 St &\tHudson Blvd E,11 Ave & W 41 St,40.75516719072139,-74.00059908628464,40.76030096,-73.99884222,143
198920,Ave A & E 14 St,E 9 St & Avenue C,40.73031071000895,-73.98047178983688,40.72521311,-73.97768752,142
10013,Central Park West & W 72 St,Central Park West & W 68 St,40.77579376683666,-73.9762057363987,40.7734066,-73.97782542,142
7626,7 Ave & Central Park South,5 Ave & E 72 St,40.7667405590595,-73.9790689945221,40.77282817,-73.96685276,142
32410,8 Ave & W 49 St,W 50 St & 10 Ave,40.76171227910671,-73.98655101656914,40.76473420006519,-73.99194359779358,142
28147,Wythe Ave & Metropolitan Ave,S 4 St & Wythe Ave,40.716887,-73.963198,40.71285887,-73.96590294,142
1169,Clinton Ave & Myrtle Ave,Willoughby St & Fleet St,40.693261,-73.968896,40.69196566,-73.9813018,142
4043,FDR Drive & E 35 St,FDR Drive & E 35 St,40.744219,-73.97121214,40.744219,-73.97121214,142
5861,Norfolk St & Broome St,Grand St & Samuel Dickstein Plaza,40.7172274,-73.98802084,40.71511871996496,-73.98417055606842,141
70774,W 51 St & Rockefeller Plaza,Broadway & W 41 St,40.75973805251143,-73.97811613976955,40.75513557,-73.98658032,141
1901,1 Ave & E 68 St,E 55 St & 2 Ave,40.76500525,-73.95818491,40.75797322,-73.96603308,141
7725,8 Ave & W 33 St,11 Ave & W 41 St,40.751551,-73.993934,40.76030096,-73.99884222,141
131235,7 Ave & Central Park South,Central Park North & Adam Clayton Powell Blvd,40.7667405590595,-73.9790689945221,40.799484,-73.955613,141
12758,W 22 St & 10 Ave,Broadway & E 21 St,40.74691959,-74.00451887,40.73988840858996,-73.98958593606949,140
9103,9 Ave & W 45 St,W 36 St & 9 Ave,40.76019252,-73.9912551,40.75462324029105,-73.99516761302948,140
20896,W 44 St & 11 Ave,W 44 St & 5 Ave,40.762009,-73.996975,40.75500254,-73.98014437,140
5603,N 6 St & Bedford Ave,Bedford Ave & Nassau Ave,40.71745169,-73.95850939,40.72311651,-73.95212324,140
40478,5 Ave & E 72 St,5 Ave & E 78 St,40.77282817,-73.96685276,40.77632142182271,-73.96427392959595,140
2166,St Nicholas Ave & Manhattan Ave,Frederick Douglass Blvd & W 117 St,40.809725,-73.953149,40.805159,-73.954692,140
2854,West St & Chambers St,Spring St & Hudson St,40.71754834,-74.01322069,40.72583996792375,-74.0076532959938,140
5029,E 85 St & 3 Ave,E 85 St & York Ave,40.77801203,-73.95407149,40.77536905,-73.94803392,140
29597,Vesey Pl & River Terrace,West St & Chambers St,40.7153379,-74.01658354,40.71754834,-74.01322069,140
27616,E 30 St & Park Ave S,E 40 St & Park Ave,40.74444921,-73.98303529,40.750756,-73.978326,139
17684,Grand Army Plaza & Central Park S,Broadway & W 58 St,40.7643971,-73.97371465,40.76695317,-73.98169333,139
4435,5 Ave & E 78 St,Grand Army Plaza & Central Park S,40.77632142182271,-73.96427392959595,40.7643971,-73.97371465,139
34376,3 St & 7 Ave,7 Ave & Park Pl,40.6703837,-73.97839676,40.6776147,-73.97324283,139
9257,7 Ave & Park Pl,3 St & 7 Ave,40.6776147,-73.97324283,40.6703837,-73.97839676,139
15145,5 Ave & E 72 St,7 Ave & Central Park South,40.77282817,-73.96685276,40.7667405590595,-73.9790689945221,139
29068,West St & Liberty St,Vesey Pl & River Terrace,40.711444,-74.014847,40.7153379,-74.01658354,139
16538,3 St & Prospect Park West,West Drive & Prospect Park West,40.668132,-73.97363831,40.6610633719006,-73.97945255041122,138
6470,E 13 St & 2 Ave,Broadway & E 14 St,40.73153937464073,-73.9853024482727,40.73454567,-73.99074142,138
230833,Ave A & E 14 St,E 7 St & Ave C,40.73031071000895,-73.98047178983688,40.72412944090093,-73.97901266813278,138
30308,5 Ave & E 72 St,Central Park North & Adam Clayton Powell Blvd,40.77282817,-73.96685276,40.799484,-73.955613,138
15220,8 Ave & W 16 St,8 Ave & W 31 St,40.740983,-74.001702,40.7505853470215,-73.9946848154068,138
33953,E 84 St & 1 Ave,E 85 St & York Ave,40.77565541,-73.95068615,40.77536905,-73.94803392,137
177,10 Ave & W 14 St,12 Ave & W 40 St,40.74198159994023,-74.00831580162048,40.76087502,-74.00277668,137
9561,Grand St & Elizabeth St,Clinton St & Grand St,40.718822,-73.99596,40.71559509,-73.9870295,137
10136,E 33 St & 1 Ave,1 Ave & E 39 St,40.74322681432173,-73.97449783980846,40.74714,-73.97113,137
1860,6 Ave & W 34 St,6 Ave & W 34 St,40.74964,-73.98805,40.74964,-73.98805,137
2547,Central Park West & W 68 St,Central Park W & W 91 St,40.773407,-73.977825,40.788665,-73.966801,136
155681,Ave A & E 14 St,E 2 St & Avenue A,40.73031071000895,-73.98047178983688,40.72307749068673,-73.98583620786667,136
5217,W 21 St & 6 Ave,W 20 St & 8 Ave,40.74173969,-73.99415556,40.74345335,-74.00004031,136
4926,Cleveland Pl & Spring St,Lafayette St & E 8 St,40.722103786686034,-73.99724900722504,40.73020660529954,-73.99102628231049,136
5706,University Pl & E 14 St,W 13 St & 5 Ave,40.734814,-73.992085,40.735445,-73.99431,136
3225,1 Ave & E 68 St,3 Ave & E 62 St,40.76500525,-73.95818491,40.76312584,-73.96526895,135
7194,8 Ave & W 52 St,W 53 St & 10 Ave,40.76370739,-73.9851615,40.76669671,-73.99061728,135
11401,Willoughby Ave & Hall St,DeKalb Ave & Hudson Ave,40.69196035,-73.96536851,40.689888,-73.981013,135
33506,W 34 St & 11 Ave,West St & Chambers St,40.75594159,-74.0021163,40.71754834,-74.01322069,135
29051,E 85 St & 3 Ave,2 Ave & E 72 St,40.77801203,-73.95407149,40.7687620293096,-73.95840793848038,135
27712,Queens Plaza North & Crescent St,Queens Plaza North & Crescent St,40.75110165,-73.94073717,40.75110165,-73.94073717,135
215432,Ave A & E 14 St,E 5 St & Ave A,40.73031071000895,-73.98047178983688,40.72479007746337,-73.98430064320564,135
31671,W 42 St & 6 Ave,W 43 St & 10 Ave,40.75492,-73.98455,40.76009437,-73.99461843,135
146462,E 7 St & Avenue A,Ave A & E 14 St,40.72621788,-73.98379855,40.73031071000895,-73.98047178983688,135
25476,12 Ave & W 40 St,Riverside Blvd & W 67 St,40.76087502,-74.00277668,40.777507027547976,-73.98888587951659,135
165839,E 20 St & Park Ave,E 20 St & FDR Dr,40.73827428,-73.98751968,40.733208626522426,-73.9756813647,135
16023,Central Park West & W 72 St,Grand Army Plaza & Central Park S,40.77579376683666,-73.9762057363987,40.7643971,-73.97371465,135
31031,E 48 St & 5 Ave,W 41 St & 8 Ave,40.75724567911726,-73.97805914282799,40.75640548,-73.9900262,135
23735,E 74 St & 1 Ave,2 Ave & E 72 St,40.7689738,-73.95482273,40.7687620293096,-73.95840793848038,135
43084,6 Ave & W 34 St,6 Ave & W 45 St,40.74964,-73.98805,40.756951,-73.982631,134
5872,Henry St & Grand St,Grand St & Samuel Dickstein Plaza,40.714211,-73.981095,40.71511871996496,-73.98417055606842,134
5082,E 40 St & Park Ave,W 31 St & 7 Ave,40.750756,-73.978326,40.749156,-73.9916,134
5533,1 Ave & E 78 St,1 Ave & E 78 St,40.77140426,-73.9535166,40.77140426,-73.9535166,134
9332,E 170 St & Webster Ave,E 170 St & Webster Ave,40.83617913677475,-73.90730146322765,40.83617913677475,-73.90730146322765,134
42908,W 15 St & 6 Ave,8 Ave & W 16 St,40.738046142482766,-73.99642959237099,40.740983,-74.001702,134
31156,8 Ave & W 38 St,8 Ave & W 52 St,40.75461,-73.99177,40.76370739,-73.9851615,133
34265,1 Ave & E 30 St,W 31 St & 7 Ave,40.74144387,-73.97536082,40.749156,-73.9916,133
11667,W 11 St & 6 Ave,W 21 St & 6 Ave,40.73532427,-73.99800419,40.74173969,-73.99415556,133
5790,Jackson Ave & 46 Rd,46 Ave & 5 St,40.74524768,-73.94733276,40.74731,-73.95451,133
9086,W 31 St & 7 Ave,1 Ave & E 30 St,40.749156,-73.9916,40.74144387,-73.97536082,133
7406,India St Pier,Kent Ave & N 7 St,40.731734785883454,-73.9612390102593,40.72036775298455,-73.96165072917938,133
23780,E 85 St & 3 Ave,E 81 St & York Ave,40.77801203,-73.95407149,40.7728384,-73.94989233,132
8356,10 Ave & W 28 St,W 20 St & 7 Ave,40.75066386,-74.00176802,40.74238787,-73.99726235,132
157681,E 5 St & Ave A,Ave A & E 14 St,40.72479007746337,-73.98430064320564,40.73031071000895,-73.98047178983688,132
17218,8 Ave & W 38 St,8 Ave & W 38 St,40.75461,-73.99177,40.75461,-73.99177,132
2171,W 34 St & 11 Ave,11 Ave & W 41 St,40.75594159,-74.0021163,40.76030096,-73.99884222,132
4255,5 Ave & E 72 St,Broadway & W 58 St,40.77282817,-73.96685276,40.76695317,-73.98169333,132
9079,1 Ave & E 16 St,1 Ave & E 30 St,40.73221853,-73.98165557,40.74144387,-73.97536082,132
9525,West Drive & Prospect Park West,Flatbush Ave & Ocean Ave,40.6610633719006,-73.97945255041122,40.663657,-73.963014,132
3188,W 26 St & 8 Ave,8 Ave & W 38 St,40.74734825,-73.99723551,40.75461,-73.99177,132
52913,1 Ave & E 68 St,E 84 St & 1 Ave,40.76500525,-73.95818491,40.77565541,-73.95068615,132
10230,1 Ave & E 16 St,E 27 St & 1 Ave,40.73221853,-73.98165557,40.739445,-73.976806,131
23090,Amsterdam Ave & W 73 St,W 74 St & Columbus Ave,40.77966809007312,-73.98093044757842,40.7785669,-73.97754961,131
14833,Amsterdam Ave & W 73 St,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,40.77966809007312,-73.98093044757842,131
1694,Park Cir & East Dr,Park Cir & East Dr,40.651566,-73.972212,40.651566,-73.972212,131
24634,Milton St & Franklin St,Wythe Ave & Metropolitan Ave,40.72906,-73.95779,40.716887,-73.963198,131
999,West Drive & Prospect Park West,Parade Pl & Crooke Ave,40.6610633719006,-73.97945255041122,40.651847,-73.965248,131
7618,W 41 St & 8 Ave,11 Ave & W 41 St,40.75640548,-73.9900262,40.76030096,-73.99884222,131
4410,Plaza St West & Flatbush Ave,3 St & Prospect Park West,40.6750207,-73.97111473,40.668132,-73.97363831,131
6331,E 63 St & 3 Ave,1 Ave & E 68 St,40.763954,-73.9646,40.76500525,-73.95818491,131
113477,West St & Chambers St,W 34 St & 11 Ave,40.71754834,-74.01322069,40.75594159,-74.0021163,131
36707,1 Ave & E 78 St,E 84 St & 1 Ave,40.77140426,-73.9535166,40.77565541,-73.95068615,131
15683,E 10 St & Avenue A,E 10 St & Avenue A,40.72740794,-73.98142006,40.72740794,-73.98142006,131
2897,11 Ave & W 41 St,W 42 St & 6 Ave,40.76030096,-73.99884222,40.75492,-73.98455,130
8635,1 Ave & E 68 St,E 63 St & 3 Ave,40.76500525,-73.95818491,40.763954,-73.9646,130
24936,5 Ave & E 87 St,Central Park North & Adam Clayton Powell Blvd,40.78232260730881,-73.95987510681152,40.799484,-73.955613,130
73975,Broadway & W 29 St,Broadway & W 29 St,40.7462009,-73.98855723,40.7462009,-73.98855723,130
11458,W 67 St & Broadway,Amsterdam Ave & W 79 St,40.77492513,-73.98266566,40.7829391,-73.9786517,130
35887,Broadway & E 21 St,Broadway & E 14 St,40.73988840858996,-73.98958593606949,40.73454567,-73.99074142,130
6127,8 Ave & W 31 St,8 Ave & W 38 St,40.7505853470215,-73.9946848154068,40.75461,-73.99177,130
4007,Broadway\t& W 48 St,Broadway\t& W 48 St,40.76017739537783,-73.98486793041229,40.76017739537783,-73.98486793041229,130
19656,South St & Gouverneur Ln,West St & Liberty St,40.70355377,-74.00670227,40.711444,-74.014847,130
14735,S 4 St & Wythe Ave,Berry St & N 8 St,40.71285887,-73.96590294,40.7190095,-73.95852515,130
5831,W 21 St & 6 Ave,W 26 St & 8 Ave,40.74173969,-73.99415556,40.74734825,-73.99723551,130
14617,Fulton St & Utica Ave,Lewis Ave & Madison St,40.6794268,-73.9298911,40.686312,-73.935775,130
19651,Grand Army Plaza & Central Park S,Central Park West & W 68 St,40.7643971,-73.97371465,40.7734066,-73.97782542,130
92365,University Pl & E 14 St,Washington Square E,40.734814,-73.992085,40.73049393,-73.9957214,130
147400,E 20 St & FDR Dr,E 20 St & FDR Dr,40.733208626522426,-73.9756813647,40.733208626522426,-73.9756813647,129
65214,Pier 40 - Hudson River Park,12 Ave & W 40 St,40.7277140777778,-74.01129573583603,40.76087502,-74.00277668,129
111455,5 Ave & E 87 St,7 Ave & Central Park South,40.78232260730881,-73.95987510681152,40.7667405590595,-73.9790689945221,129
3657,Lafayette St & E 8 St,Broadway & E 14 St,40.73020660529954,-73.99102628231049,40.73454567,-73.99074142,129
787,W 100 St & Manhattan Ave,W 100 St & Manhattan Ave,40.795,-73.9645,40.795,-73.9645,129
7887,E 33 St & 1 Ave,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,40.74322681432173,-73.97449783980846,129
9165,W 59 St & 10 Ave,W 70 St & Amsterdam Ave,40.770513,-73.988038,40.77748046,-73.98288594,129
3038,Canal St & Rutgers St,Canal St & Rutgers St,40.71427487,-73.98990025,40.71427487,-73.98990025,128
25689,West End Ave & W 60 St,W 59 St & 10 Ave,40.77237,-73.99005,40.770513,-73.988038,128
1610,E 39 St & 2 Ave,2 Ave & E 31 St,40.74803319428767,-73.973827958107,40.74290902,-73.97706058,128
21323,Central Park S & 6 Ave,Grand Army Plaza & Central Park S,40.76590936,-73.97634151,40.7643971,-73.97371465,128
